Ensembl id,Coding or Non-coding,Score
ENST00000653494.1,Coding,0.6345918
ENST00000414227.1,Non-coding,0.3041424
ENST00000427458.1,Non-coding,0.39756963
ENST00000658444.1,Non-coding,0.33097473
ENST00000662010.1,Non-coding,0.3735192
ENST00000441539.1,Non-coding,0.09724855
ENST00000661747.1,Non-coding,0.13328338
ENST00000668236.1,Non-coding,0.32785666
ENST00000653602.1,Non-coding,0.087742664
ENST00000686356.1,Non-coding,0.13141385
ENST00000689753.1,Non-coding,0.44183046
ENST00000424523.2,Non-coding,0.15970628
ENST00000435695.2,Non-coding,0.097521506
ENST00000452050.6,Non-coding,0.3535679
ENST00000419668.1,Non-coding,0.048508633
ENST00000435257.1,Non-coding,0.49238178
ENST00000623178.1,Non-coding,0.030741952
ENST00000426193.6,Non-coding,0.405713
ENST00000426634.1,Non-coding,0.42752913
ENST00000415536.5,Coding,0.6142443
ENST00000438538.1,Coding,0.74404263
ENST00000411946.1,Non-coding,0.1872144
ENST00000642601.1,Non-coding,0.30619478
ENST00000644739.1,Non-coding,0.18598023
ENST00000649265.1,Non-coding,0.01750753
ENST00000637876.1,Non-coding,0.0328868
ENST00000666346.1,Non-coding,0.042929538
ENST00000637269.1,Non-coding,0.017026281
ENST00000417881.2,Non-coding,0.21129686
ENST00000653140.1,Non-coding,0.061617926
ENST00000608730.1,Non-coding,0.22919238
ENST00000416593.1,Non-coding,0.06102898
ENST00000624998.1,Non-coding,0.464872
ENST00000667350.1,Non-coding,0.060068462
ENST00000669019.1,Non-coding,0.19445023
ENST00000669024.1,Non-coding,0.056968957
ENST00000665332.1,Non-coding,0.45676675
ENST00000668637.1,Non-coding,0.35436675
ENST00000666870.1,Non-coding,0.47005633
ENST00000651203.1,Non-coding,0.45489737
ENST00000416502.5,Coding,0.8946799
ENST00000432265.1,Non-coding,0.2837648
ENST00000663696.1,Non-coding,0.30919185
ENST00000653592.1,Non-coding,0.25766504
ENST00000668366.1,Non-coding,0.33287817
ENST00000656676.1,Non-coding,0.25453407
ENST00000668636.1,Non-coding,0.223807
ENST00000662949.1,Coding,0.56042624
ENST00000411728.1,Non-coding,0.1594768
ENST00000625023.1,Non-coding,0.24542141
ENST00000430027.3,Non-coding,0.4553498
ENST00000659765.1,Non-coding,0.095456645
ENST00000458352.5,Non-coding,0.2064706
ENST00000656954.1,Coding,0.56282324
ENST00000605417.6,Non-coding,0.06015174
ENST00000658043.1,Non-coding,0.33176458
ENST00000654988.1,Non-coding,0.2904253
ENST00000452769.4,Non-coding,0.004923837
ENST00000437331.4,Non-coding,0.03519966
ENST00000430404.7,Non-coding,0.36508864
ENST00000437541.2,Non-coding,0.1912998
ENST00000688080.1,Non-coding,0.3803539
ENST00000685183.1,Non-coding,0.11566906
ENST00000641390.1,Coding,0.78118485
ENST00000641784.1,Coding,0.83198726
ENST00000641315.1,Coding,0.9640849
ENST00000661128.1,Non-coding,0.23468298
ENST00000650204.1,Non-coding,0.30772272
ENST00000610062.1,Non-coding,0.026162237
ENST00000686355.1,Non-coding,0.39177638
ENST00000663185.1,Non-coding,0.45160222
ENST00000640784.1,Coding,0.63874006
ENST00000638785.1,Coding,0.55512
ENST00000638739.1,Non-coding,0.34895107
ENST00000640670.1,Coding,0.83646375
ENST00000671330.1,Coding,0.9596181
ENST00000608397.1,Non-coding,0.051165525
ENST00000456499.1,Coding,0.5605451
ENST00000663362.1,Non-coding,0.29159233
ENST00000671037.1,Non-coding,0.31801724
ENST00000689825.1,Coding,0.8664382
ENST00000494221.1,Coding,0.8033243
ENST00000376482.3,Coding,0.6585124
ENST00000688773.1,Non-coding,0.42160335
ENST00000470714.5,Coding,0.81026673
ENST00000310771.8,Coding,0.82202893
ENST00000483329.6,Coding,0.98130333
ENST00000444874.5,Coding,0.8784246
ENST00000472646.1,Non-coding,0.3728585
ENST00000660409.1,Non-coding,0.40776545
ENST00000695703.1,Non-coding,0.104600325
ENST00000695704.1,Non-coding,0.106715955
ENST00000695705.1,Non-coding,0.35741383
ENST00000695665.1,Non-coding,0.11782698
ENST00000695706.1,Non-coding,0.06570729
ENST00000492523.1,Non-coding,0.39874047
ENST00000475250.1,Non-coding,0.21050696
ENST00000663999.1,Non-coding,0.21800476
ENST00000664644.1,Coding,0.73514235
ENST00000392471.2,Coding,0.6506352
ENST00000667487.1,Coding,0.77503467
ENST00000485071.2,Coding,0.9400232
ENST00000442166.2,Coding,0.7012245
ENST00000653812.1,Coding,0.5639929
ENST00000446022.1,Coding,0.9259309
ENST00000412754.2,Coding,0.8655699
ENST00000684935.1,Non-coding,0.17517838
ENST00000610769.1,Coding,0.64354736
ENST00000618276.1,Coding,0.68697613
ENST00000448513.2,Coding,0.72527426
ENST00000441882.1,Coding,0.740765
ENST00000686396.1,Coding,0.7179605
ENST00000429254.3,Non-coding,0.33592328
ENST00000687754.1,Non-coding,0.21950938
ENST00000692398.1,Coding,0.687837
ENST00000663483.1,Coding,0.8593746
ENST00000419422.2,Coding,0.6327699
ENST00000451953.1,Non-coding,0.36108157
ENST00000434537.2,Non-coding,0.13004996
ENST00000437900.1,Non-coding,0.47385567
ENST00000560499.1,Non-coding,0.034581456
ENST00000606640.1,Non-coding,0.15512517
ENST00000566572.1,Coding,0.55996513
ENST00000468165.1,Coding,0.9047832
ENST00000639209.1,Non-coding,0.0648776
ENST00000624140.1,Non-coding,0.30596516
ENST00000664535.1,Non-coding,0.027953492
ENST00000686902.1,Non-coding,0.4160978
ENST00000420058.1,Non-coding,0.4056743
ENST00000691436.1,Non-coding,0.31789362
ENST00000447336.1,Non-coding,0.004291017
ENST00000624681.1,Non-coding,0.021039713
ENST00000687345.1,Non-coding,0.28180072
ENST00000422488.1,Coding,0.6674211
ENST00000660729.1,Coding,0.7189737
ENST00000433514.5,Coding,0.9010409
ENST00000449764.5,Non-coding,0.3858091
ENST00000411448.5,Non-coding,0.10083698
ENST00000416376.6,Non-coding,0.46992612
ENST00000417290.6,Non-coding,0.06542342
ENST00000434579.6,Non-coding,0.059182525
ENST00000450896.1,Non-coding,0.17083049
ENST00000631061.2,Non-coding,0.1072021
ENST00000453666.2,Non-coding,0.27374643
ENST00000450686.1,Coding,0.9549255
ENST00000687367.1,Coding,0.5827757
ENST00000687790.1,Coding,0.57930374
ENST00000655204.2,Coding,0.9852266
ENST00000445184.1,Coding,0.98769695
ENST00000690819.1,Non-coding,0.31085548
ENST00000689371.1,Non-coding,0.13364129
ENST00000688097.1,Non-coding,0.11548784
ENST00000689586.1,Non-coding,0.13945779
ENST00000687408.1,Non-coding,0.13945779
ENST00000687259.1,Non-coding,0.17507409
ENST00000693130.1,Non-coding,0.18367372
ENST00000693045.1,Non-coding,0.21126096
ENST00000684783.1,Non-coding,0.21126096
ENST00000685115.1,Non-coding,0.21126096
ENST00000688127.1,Non-coding,0.21126096
ENST00000688692.1,Non-coding,0.16918781
ENST00000687900.1,Non-coding,0.115705654
ENST00000684829.1,Non-coding,0.11578794
ENST00000693268.1,Coding,0.5261457
ENST00000689707.1,Coding,0.5539004
ENST00000687813.1,Non-coding,0.45592263
ENST00000686201.1,Non-coding,0.4681634
ENST00000684821.1,Non-coding,0.42125484
ENST00000690426.1,Non-coding,0.4289418
ENST00000686279.1,Non-coding,0.41101205
ENST00000690482.1,Coding,0.5260781
ENST00000688022.1,Non-coding,0.4553367
ENST00000686559.1,Non-coding,0.4553367
ENST00000692300.1,Coding,0.55960214
ENST00000453677.1,Coding,0.97527915
ENST00000607968.1,Coding,0.6040136
ENST00000476569.1,Non-coding,0.4165054
ENST00000609827.1,Coding,0.53422505
ENST00000623032.1,Coding,0.5576171
ENST00000609281.1,Coding,0.5843614
ENST00000490856.5,Non-coding,0.16831635
ENST00000475791.5,Non-coding,0.1601616
ENST00000485282.5,Non-coding,0.086738646
ENST00000592441.1,Non-coding,0.15351567
ENST00000687741.1,Non-coding,0.04943713
ENST00000651902.1,Non-coding,0.09686169
ENST00000650160.1,Non-coding,0.4472178
ENST00000663341.1,Non-coding,0.27980015
ENST00000591803.2,Non-coding,0.21723905
ENST00000652725.1,Non-coding,0.1294791
ENST00000650196.1,Non-coding,0.49063462
ENST00000658697.1,Non-coding,0.19078583
ENST00000602761.2,Non-coding,0.46013808
ENST00000490162.3,Coding,0.6577884
ENST00000659396.1,Non-coding,0.24354196
ENST00000659665.1,Non-coding,0.21699198
ENST00000655590.1,Non-coding,0.06695125
ENST00000470135.5,Non-coding,0.14311337
ENST00000636036.1,Coding,0.55222934
ENST00000626365.1,Non-coding,0.08629114
ENST00000627539.2,Non-coding,0.066137664
ENST00000494849.3,Coding,0.9920489
ENST00000589433.1,Non-coding,0.12371672
ENST00000629022.2,Coding,0.83563876
ENST00000631092.1,Non-coding,0.48101074
ENST00000607036.1,Non-coding,0.04066558
ENST00000610269.1,Coding,0.76572496
ENST00000668981.1,Coding,0.652213
ENST00000690082.1,Coding,0.9349255
ENST00000629014.2,Non-coding,0.4302266
ENST00000626388.2,Coding,0.76843363
ENST00000627161.2,Coding,0.64679015
ENST00000591896.5,Non-coding,0.046923168
ENST00000587899.3,Coding,0.8559977
ENST00000662671.1,Coding,0.784902
ENST00000440512.4,Coding,0.6215621
ENST00000658036.1,Coding,0.61280286
ENST00000689362.1,Non-coding,0.35425514
ENST00000630476.1,Coding,0.884693
ENST00000449741.1,Coding,0.92451084
ENST00000658766.1,Coding,0.7084685
ENST00000663315.2,Coding,0.67012936
ENST00000653575.2,Non-coding,0.3383841
ENST00000671091.1,Non-coding,0.31564698
ENST00000457510.2,Coding,0.8522706
ENST00000440971.2,Coding,0.846709
ENST00000609979.1,Coding,0.8400586
ENST00000608515.1,Non-coding,0.14716592
ENST00000440208.2,Non-coding,0.19872627
ENST00000668672.1,Non-coding,0.16480777
ENST00000661717.1,Non-coding,0.12423212
ENST00000670086.1,Non-coding,0.07154692
ENST00000658357.1,Non-coding,0.074051246
ENST00000624695.1,Non-coding,0.08828509
ENST00000623718.1,Non-coding,0.13922198
ENST00000413406.1,Non-coding,0.12807676
ENST00000436714.1,Non-coding,0.04529957
ENST00000412410.1,Non-coding,0.38686186
ENST00000667232.1,Non-coding,0.4884987
ENST00000658032.1,Non-coding,0.18488596
ENST00000666128.1,Coding,0.7060855
ENST00000657059.1,Non-coding,0.21464579
ENST00000435466.1,Coding,0.638919
ENST00000670490.1,Non-coding,0.1745109
ENST00000451832.1,Non-coding,0.03358635
ENST00000660369.1,Non-coding,0.022014141
ENST00000666594.1,Non-coding,0.47788262
ENST00000452714.1,Non-coding,0.03438835
ENST00000431064.1,Coding,0.5205473
ENST00000411413.1,Non-coding,0.13923946
ENST00000657067.1,Non-coding,0.120258756
ENST00000668050.1,Non-coding,0.19238786
ENST00000667178.1,Non-coding,0.1997616
ENST00000662309.1,Non-coding,0.080413304
ENST00000663988.1,Non-coding,0.34902126
ENST00000667242.1,Non-coding,0.22178656
ENST00000662625.1,Non-coding,0.09229206
ENST00000655918.1,Coding,0.5203083
ENST00000657817.1,Non-coding,0.20517842
ENST00000453459.1,Non-coding,0.44697687
ENST00000667747.1,Non-coding,0.15813197
ENST00000668809.1,Non-coding,0.16165796
ENST00000665310.1,Non-coding,0.09154159
ENST00000664143.1,Non-coding,0.3775988
ENST00000667580.1,Non-coding,0.26899597
ENST00000661587.1,Coding,0.6333502
ENST00000663080.1,Non-coding,0.1472326
ENST00000663814.1,Non-coding,0.48591042
ENST00000659268.1,Non-coding,0.24032669
ENST00000666635.1,Non-coding,0.062321015
ENST00000668947.1,Non-coding,0.21984006
ENST00000664010.1,Non-coding,0.35068533
ENST00000662984.1,Non-coding,0.36689365
ENST00000659758.1,Coding,0.59299356
ENST00000669892.1,Non-coding,0.38294578
ENST00000667945.1,Coding,0.57883734
ENST00000657316.1,Non-coding,0.37442884
ENST00000661554.1,Non-coding,0.3464936
ENST00000670567.1,Non-coding,0.1982085
ENST00000665657.1,Non-coding,0.39480808
ENST00000654684.1,Non-coding,0.20892517
ENST00000670213.1,Coding,0.6972709
ENST00000652784.1,Non-coding,0.41232082
ENST00000661783.1,Non-coding,0.25705335
ENST00000656697.1,Coding,0.7040673
ENST00000659368.1,Non-coding,0.49484456
ENST00000657014.1,Non-coding,0.15140383
ENST00000653349.1,Non-coding,0.09326186
ENST00000670420.1,Non-coding,0.03230005
ENST00000668658.1,Non-coding,0.072672814
ENST00000667715.2,Non-coding,0.035152495
ENST00000653138.2,Non-coding,0.01647542
ENST00000671176.1,Non-coding,0.15084061
ENST00000664332.1,Non-coding,0.018172141
ENST00000667780.2,Non-coding,0.0945422
ENST00000655518.1,Non-coding,0.014999939
ENST00000657442.1,Non-coding,0.05640956
ENST00000654823.2,Non-coding,0.028404815
ENST00000669304.1,Non-coding,0.024088407
ENST00000663899.1,Non-coding,0.08248867
ENST00000662721.1,Non-coding,0.036561664
ENST00000666073.1,Non-coding,0.055100307
ENST00000655822.1,Non-coding,0.07442464
ENST00000668166.2,Non-coding,0.020867331
ENST00000666383.1,Non-coding,0.019730961
ENST00000663321.1,Non-coding,0.10425847
ENST00000671010.1,Non-coding,0.05700533
ENST00000665351.1,Non-coding,0.17633066
ENST00000662144.1,Non-coding,0.029730946
ENST00000657800.1,Non-coding,0.1207273
ENST00000654962.1,Coding,0.55920917
ENST00000670812.1,Coding,0.7539494
ENST00000663489.1,Coding,0.63515115
ENST00000655508.1,Coding,0.53537476
ENST00000658790.1,Coding,0.54186046
ENST00000659589.1,Coding,0.882947
ENST00000653618.1,Non-coding,0.34384242
ENST00000687784.1,Non-coding,0.1967219
ENST00000666984.1,Non-coding,0.030874621
ENST00000664053.1,Non-coding,0.3222445
ENST00000668296.1,Non-coding,0.30135936
ENST00000691508.1,Coding,0.8087229
ENST00000691774.1,Non-coding,0.2341346
ENST00000687546.1,Coding,0.5570904
ENST00000663513.2,Non-coding,0.274831
ENST00000692090.1,Non-coding,0.33118936
ENST00000655743.1,Non-coding,0.12749471
ENST00000668427.1,Coding,0.68165106
ENST00000668328.1,Non-coding,0.23976779
ENST00000451962.5,Non-coding,0.20098148
ENST00000657319.1,Non-coding,0.27436206
ENST00000667102.1,Non-coding,0.498085
ENST00000661750.1,Non-coding,0.20315485
ENST00000668532.1,Non-coding,0.08372404
ENST00000447785.1,Coding,0.80187345
ENST00000657218.1,Non-coding,0.023324206
ENST00000624724.1,Non-coding,0.11766705
ENST00000441928.1,Coding,0.69762355
ENST00000430610.1,Non-coding,0.111132264
ENST00000688446.1,Coding,0.8359598
ENST00000623002.1,Non-coding,0.0582725
ENST00000670885.1,Non-coding,0.24071601
ENST00000415146.1,Non-coding,0.1349425
ENST00000635364.1,Coding,0.89005554
ENST00000660905.1,Coding,0.51208705
ENST00000669990.1,Coding,0.75533426
ENST00000668211.1,Coding,0.7252858
ENST00000435981.5,Non-coding,0.25598112
ENST00000419905.5,Non-coding,0.17860048
ENST00000467677.1,Coding,0.7607976
ENST00000460471.1,Non-coding,0.16635133
ENST00000659423.1,Non-coding,0.21114469
ENST00000419883.1,Non-coding,0.059523847
ENST00000471672.1,Coding,0.7924022
ENST00000470532.1,Non-coding,0.043049388
ENST00000489626.1,Non-coding,0.43860433
ENST00000624389.1,Coding,0.54816204
ENST00000456289.5,Non-coding,0.42330387
ENST00000444244.1,Coding,0.6183862
ENST00000446355.2,Coding,0.78823197
ENST00000439070.1,Non-coding,0.38435176
ENST00000656866.1,Coding,0.85649604
ENST00000457033.5,Non-coding,0.12720595
ENST00000454897.6,Non-coding,0.06906075
ENST00000420594.5,Coding,0.50044763
ENST00000415502.1,Non-coding,0.09613399
ENST00000452009.1,Non-coding,0.08755452
ENST00000650435.1,Non-coding,0.18637423
ENST00000450063.1,Non-coding,0.24806716
ENST00000441991.1,Non-coding,0.04424226
ENST00000458082.1,Non-coding,0.20023511
ENST00000456775.1,Coding,0.9219756
ENST00000397750.7,Non-coding,0.44661495
ENST00000466018.5,Coding,0.94607204
ENST00000471110.5,Non-coding,0.47676346
ENST00000470996.4,Coding,0.5835961
ENST00000397751.2,Coding,0.6876512
ENST00000597499.1,Coding,0.75927645
ENST00000420664.1,Non-coding,0.034424555
ENST00000446784.5,Non-coding,0.083601646
ENST00000456577.5,Non-coding,0.064544015
ENST00000432541.5,Non-coding,0.05866013
ENST00000658710.1,Non-coding,0.2469804
ENST00000434993.5,Non-coding,0.10371715
ENST00000442719.1,Non-coding,0.012650409
ENST00000433969.1,Non-coding,0.003069233
ENST00000665127.1,Non-coding,0.09057389
ENST00000667297.1,Coding,0.71081305
ENST00000441019.1,Coding,0.94762546
ENST00000456270.1,Non-coding,0.14851592
ENST00000427030.1,Non-coding,0.006665947
ENST00000664990.1,Non-coding,0.07562262
ENST00000660268.1,Non-coding,0.26720312
ENST00000431071.5,Non-coding,0.34204862
ENST00000426413.2,Non-coding,0.1292918
ENST00000456062.2,Non-coding,0.21990514
ENST00000421825.2,Non-coding,0.034916334
ENST00000450480.1,Non-coding,0.1027887
ENST00000657332.1,Non-coding,0.07404309
ENST00000688734.1,Non-coding,0.4393766
ENST00000432702.2,Non-coding,0.026672276
ENST00000662395.1,Non-coding,0.15661398
ENST00000668971.1,Non-coding,0.08541119
ENST00000655802.1,Non-coding,0.04331926
ENST00000657866.1,Non-coding,0.0652123
ENST00000685372.1,Non-coding,0.044432
ENST00000655568.1,Non-coding,0.19243313
ENST00000688501.1,Non-coding,0.12802143
ENST00000446053.1,Non-coding,0.33705541
ENST00000654647.1,Non-coding,0.25165534
ENST00000428449.5,Coding,0.953808
ENST00000437317.2,Coding,0.60767096
ENST00000424404.1,Non-coding,0.22554928
ENST00000653165.1,Non-coding,0.23225589
ENST00000482375.5,Non-coding,0.19319119
ENST00000602012.5,Non-coding,0.23592076
ENST00000602199.5,Non-coding,0.4201282
ENST00000591140.5,Non-coding,0.16490562
ENST00000593910.3,Non-coding,0.21794018
ENST00000626241.2,Non-coding,0.014505707
ENST00000630897.2,Non-coding,0.16888694
ENST00000626092.2,Non-coding,0.17043762
ENST00000628132.2,Non-coding,0.09735729
ENST00000626052.2,Non-coding,0.125228
ENST00000627005.2,Non-coding,0.049736746
ENST00000628268.2,Non-coding,0.100361444
ENST00000625850.2,Non-coding,0.056727685
ENST00000631248.2,Non-coding,0.061471064
ENST00000626740.2,Non-coding,0.290909
ENST00000630777.2,Non-coding,0.04052722
ENST00000422260.1,Non-coding,0.25779653
ENST00000592542.2,Non-coding,0.031539395
ENST00000627922.1,Coding,0.56283915
ENST00000420146.2,Non-coding,0.15056242
ENST00000419832.1,Non-coding,0.3390675
ENST00000686417.1,Non-coding,0.14601132
ENST00000422401.1,Non-coding,0.2992009
ENST00000440504.5,Non-coding,0.17153183
ENST00000418409.5,Non-coding,0.063608505
ENST00000429396.1,Non-coding,0.1063149
ENST00000451016.1,Non-coding,0.23627448
ENST00000607957.1,Coding,0.98514605
ENST00000472838.1,Non-coding,0.25745657
ENST00000476892.1,Non-coding,0.08902243
ENST00000667657.1,Coding,0.59721065
ENST00000660727.1,Non-coding,0.36822549
ENST00000484322.5,Non-coding,0.06080103
ENST00000658206.1,Non-coding,0.45540234
ENST00000669475.1,Coding,0.6511398
ENST00000665593.1,Coding,0.91180223
ENST00000650961.1,Coding,0.70992345
ENST00000652254.1,Coding,0.8160307
ENST00000651674.1,Non-coding,0.22003548
ENST00000497598.1,Non-coding,0.1652891
ENST00000668121.1,Non-coding,0.3210556
ENST00000467017.2,Non-coding,0.025073664
ENST00000470677.1,Non-coding,0.2026893
ENST00000624256.1,Non-coding,0.387755
ENST00000647713.1,Non-coding,0.34736666
ENST00000688691.1,Coding,0.82979316
ENST00000429134.5,Coding,0.6586689
ENST00000660851.1,Coding,0.5866664
ENST00000659682.1,Coding,0.8691177
ENST00000661643.1,Non-coding,0.03229325
ENST00000657167.1,Coding,0.77877903
ENST00000667793.1,Non-coding,0.03969502
ENST00000657213.1,Non-coding,0.37121153
ENST00000670073.1,Non-coding,0.19853842
ENST00000657243.1,Non-coding,0.029059412
ENST00000435452.6,Non-coding,0.05364883
ENST00000688362.1,Coding,0.87468773
ENST00000686986.1,Coding,0.69678396
ENST00000449642.5,Non-coding,0.1997434
ENST00000664377.1,Non-coding,0.339828
ENST00000657149.1,Non-coding,0.20246723
ENST00000453342.5,Non-coding,0.41189453
ENST00000652238.1,Non-coding,0.010574954
ENST00000667446.1,Non-coding,0.13374706
ENST00000657042.1,Coding,0.56550455
ENST00000663263.1,Non-coding,0.25569275
ENST00000458437.2,Non-coding,0.07407018
ENST00000651909.1,Non-coding,0.29451105
ENST00000655668.1,Non-coding,0.015026685
ENST00000415715.1,Coding,0.5709793
ENST00000660124.1,Non-coding,0.08379999
ENST00000661562.1,Non-coding,0.13317159
ENST00000424515.2,Non-coding,0.1778309
ENST00000653619.1,Non-coding,0.059591807
ENST00000667489.1,Non-coding,0.010649978
ENST00000453278.1,Non-coding,0.06524481
ENST00000415896.1,Non-coding,0.051417813
ENST00000454957.1,Non-coding,0.40064508
ENST00000420224.1,Non-coding,0.12597565
ENST00000411856.1,Non-coding,0.31273744
ENST00000488818.1,Non-coding,0.060901474
ENST00000657493.1,Non-coding,0.07762686
ENST00000660824.1,Non-coding,0.14921312
ENST00000450061.5,Non-coding,0.1813811
ENST00000413812.1,Non-coding,0.19120388
ENST00000667616.1,Non-coding,0.13534972
ENST00000623124.1,Non-coding,0.33267698
ENST00000418215.1,Non-coding,0.45737994
ENST00000624029.1,Non-coding,0.21630056
ENST00000448311.1,Non-coding,0.03317388
ENST00000490314.1,Coding,0.75610614
ENST00000691038.1,Coding,0.9070139
ENST00000623342.1,Non-coding,0.079796195
ENST00000692614.1,Non-coding,0.1867308
ENST00000690022.1,Non-coding,0.3174532
ENST00000608625.1,Non-coding,0.3794014
ENST00000462662.1,Non-coding,0.26822555
ENST00000493710.1,Coding,0.5259405
ENST00000608477.1,Coding,0.87126505
ENST00000605862.5,Non-coding,0.14048338
ENST00000690978.1,Non-coding,0.4123814
ENST00000605836.1,Non-coding,0.2352368
ENST00000605007.1,Non-coding,0.02895239
ENST00000469965.1,Coding,0.7453064
ENST00000613068.1,Non-coding,0.15227565
ENST00000466717.1,Non-coding,0.103042796
ENST00000668770.1,Non-coding,0.13331968
ENST00000608694.1,Coding,0.84760505
ENST00000693517.1,Non-coding,0.12294553
ENST00000660838.1,Coding,0.62387264
ENST00000496217.1,Non-coding,0.4945861
ENST00000587038.2,Non-coding,0.04954525
ENST00000480018.1,Non-coding,0.06196837
ENST00000664494.1,Coding,0.53003293
ENST00000469264.1,Coding,0.767974
ENST00000470348.1,Coding,0.6650556
ENST00000483283.1,Non-coding,0.07827297
ENST00000562524.1,Non-coding,0.27963966
ENST00000648778.1,Coding,0.5518923
ENST00000610046.2,Non-coding,0.47107333
ENST00000604666.1,Coding,0.82317954
ENST00000604965.1,Non-coding,0.11552167
ENST00000651844.1,Non-coding,0.08933904
ENST00000667779.1,Coding,0.8320674
ENST00000604514.1,Non-coding,0.032487407
ENST00000642963.1,Non-coding,0.11190077
ENST00000647102.1,Non-coding,0.38225108
ENST00000643866.1,Non-coding,0.3002992
ENST00000659385.1,Non-coding,0.44318235
ENST00000644432.1,Coding,0.61529994
ENST00000643779.1,Coding,0.7612771
ENST00000643452.1,Coding,0.72415113
ENST00000447430.1,Non-coding,0.09216152
ENST00000653887.1,Non-coding,0.06200242
ENST00000664231.1,Non-coding,0.04480105
ENST00000666086.1,Non-coding,0.17239863
ENST00000432045.6,Coding,0.8488535
ENST00000447307.5,Non-coding,0.48811388
ENST00000418546.1,Coding,0.78079045
ENST00000605249.1,Non-coding,0.112050764
ENST00000608412.1,Non-coding,0.1313158
ENST00000647388.1,Non-coding,0.43732148
ENST00000423414.5,Coding,0.87791824
ENST00000433079.5,Non-coding,0.4190175
ENST00000642156.1,Non-coding,0.41988775
ENST00000646429.1,Coding,0.5783654
ENST00000451786.5,Coding,0.5243845
ENST00000443623.5,Coding,0.737254
ENST00000646587.1,Non-coding,0.40109256
ENST00000645248.1,Non-coding,0.26192826
ENST00000642602.1,Non-coding,0.26130968
ENST00000644804.1,Non-coding,0.4807366
ENST00000643373.1,Non-coding,0.38699925
ENST00000647288.1,Coding,0.58489007
ENST00000643135.1,Coding,0.5003612
ENST00000643855.1,Non-coding,0.2745256
ENST00000643874.1,Non-coding,0.47256324
ENST00000644188.1,Non-coding,0.1585352
ENST00000435523.5,Non-coding,0.14427456
ENST00000431189.1,Non-coding,0.054563686
ENST00000642483.1,Coding,0.5719827
ENST00000416999.1,Coding,0.52679396
ENST00000429901.2,Non-coding,0.09334355
ENST00000648242.1,Non-coding,0.15255095
ENST00000429067.5,Non-coding,0.21058801
ENST00000655177.1,Non-coding,0.2789066
ENST00000659539.1,Non-coding,0.37038907
ENST00000653823.1,Non-coding,0.2043837
ENST00000656518.1,Coding,0.7576666
ENST00000656389.1,Coding,0.64186066
ENST00000670684.1,Non-coding,0.17447567
ENST00000653124.1,Coding,0.6586027
ENST00000447904.6,Coding,0.96034425
ENST00000454515.6,Non-coding,0.11069582
ENST00000444245.6,Non-coding,0.15815343
ENST00000663485.1,Non-coding,0.26446185
ENST00000669897.1,Non-coding,0.086287454
ENST00000416220.6,Non-coding,0.12658381
ENST00000447514.1,Coding,0.63101673
ENST00000610193.1,Non-coding,0.08899491
ENST00000656736.1,Coding,0.61061925
ENST00000452219.5,Non-coding,0.17610607
ENST00000415393.1,Non-coding,0.20742384
ENST00000445459.2,Coding,0.55893475
ENST00000455442.1,Non-coding,0.40488255
ENST00000332558.8,Non-coding,0.06653524
ENST00000573229.1,Coding,0.7675075
ENST00000436379.1,Non-coding,0.069193676
ENST00000663581.1,Non-coding,0.11944085
ENST00000453078.1,Non-coding,0.45098743
ENST00000420268.1,Non-coding,0.21247889
ENST00000453087.1,Non-coding,0.47694474
ENST00000687475.1,Non-coding,0.17009664
ENST00000656533.1,Non-coding,0.09596404
ENST00000669960.1,Non-coding,0.07155114
ENST00000664174.2,Non-coding,0.07900735
ENST00000685196.1,Non-coding,0.09624183
ENST00000661597.1,Non-coding,0.08232789
ENST00000663723.1,Non-coding,0.37921935
ENST00000660417.1,Non-coding,0.11161697
ENST00000666435.1,Non-coding,0.11277186
ENST00000659058.1,Coding,0.53449345
ENST00000656398.1,Non-coding,0.15531182
ENST00000669463.1,Non-coding,0.061557624
ENST00000607945.1,Coding,0.56793773
ENST00000665177.1,Non-coding,0.043339152
ENST00000657533.1,Non-coding,0.2062881
ENST00000665229.1,Non-coding,0.11634398
ENST00000668753.1,Non-coding,0.23159891
ENST00000609619.2,Non-coding,0.294488
ENST00000660944.1,Non-coding,0.10457143
ENST00000609209.1,Coding,0.8149125
ENST00000422042.1,Non-coding,0.30322647
ENST00000665703.1,Coding,0.5041343
ENST00000688121.1,Non-coding,0.00349849
ENST00000608819.1,Non-coding,0.25530466
ENST00000670978.1,Coding,0.91136956
ENST00000412549.2,Non-coding,0.25271353
ENST00000595902.3,Non-coding,0.3391449
ENST00000631295.2,Non-coding,0.16422714
ENST00000628498.1,Coding,0.74965096
ENST00000609370.1,Coding,0.8493842
ENST00000419211.2,Non-coding,0.33458868
ENST00000687312.1,Non-coding,0.081783526
ENST00000657485.1,Non-coding,0.041347675
ENST00000440744.2,Non-coding,0.3069809
ENST00000657456.1,Non-coding,0.10653679
ENST00000668062.1,Non-coding,0.056149315
ENST00000668896.1,Non-coding,0.3568153
ENST00000659747.1,Non-coding,0.25322255
ENST00000445293.6,Non-coding,0.25054792
ENST00000668668.1,Non-coding,0.093865074
ENST00000435996.1,Non-coding,0.21435797
ENST00000670875.1,Non-coding,0.103092484
ENST00000656605.1,Non-coding,0.07758921
ENST00000437569.1,Non-coding,0.06923198
ENST00000454735.1,Non-coding,0.1255253
ENST00000586239.5,Coding,0.54658115
